,satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
1482,dissatisfied,Female,disloyal Customer,26,Business travel,Eco,957,3,4,2,4,2,2,4,2,3,2,4,3,4,2,9,10.0
1483,dissatisfied,Male,disloyal Customer,21,Business travel,Eco,2167,2,3,2,4,1,2,1,1,4,1,2,3,2,1,0,5.0
1484,dissatisfied,Female,Loyal Customer,26,Business travel,Business,1924,1,5,5,5,1,1,1,1,4,4,3,3,3,1,18,7.0
1485,satisfied,Female,Loyal Customer,37,Personal Travel,Eco,2105,2,2,4,2,5,5,5,5,5,5,4,4,5,5,20,25.0
1486,dissatisfied,Female,disloyal Customer,40,Business travel,Business,1751,3,3,3,5,3,3,3,3,3,2,4,5,2,3,0,0.0
1487,dissatisfied,Female,Loyal Customer,10,Business travel,Business,2450,3,1,3,1,3,3,3,3,2,2,3,2,3,3,0,0.0
1488,satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1610,5,5,5,5,5,5,4,5,5,5,5,5,5,3,68,63.0
1489,satisfied,Male,Loyal Customer,50,Business travel,Eco Plus,2114,4,5,5,5,4,4,4,4,2,1,3,2,5,4,0,5.0
1490,satisfied,Female,Loyal Customer,58,Personal Travel,Eco,1146,5,5,5,5,3,4,5,4,4,4,4,3,4,3,88,71.0
1491,dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco Plus,1643,3,3,3,4,4,3,4,4,2,5,4,3,2,4,0,0.0
1492,satisfied,Female,Loyal Customer,47,Business travel,Business,2649,3,3,3,3,5,4,5,4,4,4,4,5,4,5,0,0.0
1493,dissatisfied,Female,Loyal Customer,17,Business travel,Business,3876,3,1,1,1,3,2,3,3,1,5,4,2,4,3,11,15.0
1494,dissatisfied,Female,Loyal Customer,27,Personal Travel,Eco,1747,4,3,4,3,5,4,5,5,1,4,1,2,3,5,0,0.0
1495,satisfied,Male,Loyal Customer,66,Business travel,Business,977,5,1,5,5,2,4,3,5,5,5,5,2,5,1,2,0.0
1496,dissatisfied,Female,disloyal Customer,25,Business travel,Business,1340,2,5,3,2,5,3,5,5,3,2,5,4,5,5,0,0.0
1497,dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2203,3,1,3,3,5,3,5,5,4,4,2,2,2,5,40,28.0
1498,dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1684,3,4,3,3,2,3,2,2,2,4,4,4,4,2,0,11.0
1499,satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1229,1,1,1,1,3,4,4,3,3,4,3,5,3,4,0,0.0
1500,satisfied,Male,Loyal Customer,41,Business travel,Business,1632,2,2,2,2,4,3,5,5,5,5,5,4,5,4,0,0.0
1501,dissatisfied,Male,Loyal Customer,18,Personal Travel,Business,1706,3,5,3,2,1,3,1,1,4,2,4,5,5,1,14,8.0
1502,satisfied,Male,Loyal Customer,51,Business travel,Business,2076,4,4,4,4,3,4,5,5,5,5,5,5,5,4,0,8.0
1503,dissatisfied,Male,disloyal Customer,42,Business travel,Business,1403,3,3,3,4,2,3,2,2,3,3,3,4,4,2,0,0.0
1504,dissatisfied,Female,Loyal Customer,43,Business travel,Eco,1624,3,5,5,5,4,2,2,3,3,3,3,3,3,4,35,
1505,dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1677,3,4,2,2,4,2,4,4,4,2,4,3,4,4,2,0.0
1506,dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco Plus,1550,3,2,3,3,4,3,4,4,3,2,4,3,4,4,0,0.0
1507,dissatisfied,Male,disloyal Customer,36,Business travel,Business,1283,3,3,3,3,5,3,5,5,3,2,4,5,4,5,0,0.0
1508,dissatisfied,Female,Loyal Customer,49,Business travel,Eco Plus,243,2,1,1,1,1,3,2,2,2,2,2,1,2,3,0,0.0
1509,satisfied,Female,Loyal Customer,41,Business travel,Business,534,3,3,3,3,3,5,4,5,5,4,5,5,5,4,0,0.0
1510,satisfied,Female,Loyal Customer,51,Business travel,Business,2802,2,2,2,2,2,5,5,4,4,4,4,5,4,5,0,0.0
1511,dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1763,3,4,3,3,4,3,4,4,4,2,4,4,5,4,0,0.0
1512,satisfied,Male,Loyal Customer,53,Business travel,Business,2338,4,4,4,4,5,5,4,4,4,4,4,4,4,5,0,0.0
1513,satisfied,Male,Loyal Customer,44,Business travel,Business,1563,1,1,1,1,4,5,5,5,5,5,5,3,5,3,0,0.0
1514,satisfied,Female,Loyal Customer,48,Business travel,Business,2792,4,4,4,4,4,4,5,4,4,4,4,5,4,3,0,0.0
1515,dissatisfied,Female,Loyal Customer,50,Personal Travel,Eco,2080,4,5,4,4,2,5,4,1,1,4,1,3,1,4,31,12.0
1516,dissatisfied,Female,Loyal Customer,44,Business travel,Eco,266,2,1,1,1,2,3,3,2,2,2,2,1,2,1,0,9.0
1517,satisfied,Male,Loyal Customer,41,Business travel,Business,1507,1,1,1,1,4,4,4,4,4,4,4,4,4,5,0,0.0
1518,dissatisfied,Female,Loyal Customer,73,Business travel,Eco Plus,392,3,5,5,5,5,3,4,3,3,3,3,4,3,2,9,2.0
1519,dissatisfied,Female,disloyal Customer,21,Business travel,Eco,2465,3,3,3,1,1,3,1,1,4,3,4,3,5,1,0,0.0
1520,satisfied,Male,Loyal Customer,56,Business travel,Business,3136,4,4,4,4,2,4,4,5,5,5,5,3,5,4,23,10.0
1521,dissatisfied,Female,Loyal Customer,38,Business travel,Eco,2124,2,2,2,2,2,2,2,3,2,3,3,2,2,2,136,133.0
1522,dissatisfied,Female,Loyal Customer,52,Business travel,Eco,357,3,4,4,4,2,4,4,3,3,3,3,2,3,3,0,0.0
1523,dissatisfied,Male,Loyal Customer,30,Business travel,Business,3138,3,4,5,4,2,2,3,2,4,4,4,4,4,2,45,40.0
1524,satisfied,Female,Loyal Customer,36,Business travel,Business,63,0,4,0,4,4,4,5,4,4,4,4,3,4,3,0,2.0
1525,dissatisfied,Male,disloyal Customer,33,Business travel,Eco,1934,2,2,2,3,1,2,1,1,4,5,3,2,3,1,4,26.0
1526,dissatisfied,Female,disloyal Customer,45,Business travel,Business,1278,2,1,1,2,4,2,4,4,5,3,4,5,4,4,3,1.0
1527,satisfied,Male,Loyal Customer,58,Business travel,Business,779,3,3,3,3,3,4,5,4,4,4,4,4,4,4,5,12.0
1528,satisfied,Male,Loyal Customer,55,Business travel,Business,456,3,3,3,3,4,5,4,5,5,5,5,5,5,5,0,0.0
1529,satisfied,Female,Loyal Customer,54,Business travel,Business,2303,2,2,2,2,4,5,5,4,4,4,4,5,4,4,13,3.0
1530,dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1801,1,5,1,1,2,1,2,2,2,2,2,1,3,2,32,32.0
1531,satisfied,Male,Loyal Customer,23,Business travel,Business,2733,2,2,2,2,4,4,4,4,1,1,1,5,2,4,0,0.0
1532,satisfied,Male,Loyal Customer,61,Business travel,Business,61,3,3,3,3,2,4,5,5,5,5,4,3,5,5,4,0.0
1533,satisfied,Male,Loyal Customer,51,Business travel,Business,2115,2,2,2,2,5,5,5,5,5,5,5,5,5,3,0,0.0
1534,satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1653,5,5,5,5,5,5,5,5,4,3,5,3,4,5,0,0.0
1535,dissatisfied,Male,Loyal Customer,43,Personal Travel,Eco,2065,3,4,3,3,5,3,5,5,3,4,5,3,4,5,3,1.0
1536,satisfied,Male,Loyal Customer,52,Business travel,Business,847,1,1,1,1,4,4,5,5,5,5,5,5,5,4,10,0.0
1537,satisfied,Male,Loyal Customer,41,Business travel,Business,2491,2,2,2,2,5,4,4,4,4,4,4,3,4,5,0,0.0
1538,satisfied,Female,Loyal Customer,51,Business travel,Eco,1451,4,4,3,4,3,1,4,4,4,4,4,4,4,5,0,0.0
1539,dissatisfied,Female,disloyal Customer,35,Business travel,Business,3120,4,4,4,1,2,4,2,2,4,5,5,4,5,2,3,3.0
1540,satisfied,Female,Loyal Customer,48,Personal Travel,Eco,1218,0,0,0,2,1,4,3,5,5,5,5,1,5,5,0,0.0
1541,dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2584,1,2,1,2,4,1,4,4,4,4,2,4,3,4,3,45.0
1542,satisfied,Female,Loyal Customer,50,Business travel,Business,3292,1,1,5,1,4,4,4,4,4,4,4,4,4,5,26,11.0
1543,dissatisfied,Female,Loyal Customer,65,Personal Travel,Eco Plus,1900,2,4,2,4,2,5,5,4,5,5,4,5,3,5,148,134.0
1544,satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1984,1,1,1,1,3,1,2,5,5,5,5,1,5,5,2,27.0
1545,satisfied,Female,Loyal Customer,58,Business travel,Business,487,1,1,1,1,3,5,5,4,4,4,4,3,4,4,50,39.0
1546,dissatisfied,Male,Loyal Customer,60,Business travel,Eco,2000,4,2,2,2,4,4,4,4,2,2,4,2,3,4,0,0.0
1547,satisfied,Male,Loyal Customer,33,Business travel,Business,1951,3,3,3,3,5,4,5,5,2,5,2,5,5,5,0,0.0
1548,satisfied,Female,Loyal Customer,49,Personal Travel,Eco Plus,2416,5,4,5,3,5,2,2,3,2,4,5,2,3,2,105,115.0
1549,dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco Plus,1963,3,5,3,3,5,3,2,5,3,5,4,4,4,5,0,0.0
1550,dissatisfied,Female,disloyal Customer,29,Business travel,Eco,1642,3,2,3,4,5,3,5,5,4,3,3,1,3,5,13,14.0
1551,dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1605,2,0,2,1,3,2,3,3,5,5,2,1,2,3,32,11.0
1552,dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,1543,4,2,4,3,3,4,3,3,1,1,4,4,3,3,0,0.0
1553,dissatisfied,Female,disloyal Customer,27,Business travel,Eco,2364,4,4,4,4,4,4,4,4,3,5,3,3,4,4,0,0.0
1554,satisfied,Female,Loyal Customer,54,Business travel,Business,2248,5,5,5,5,2,5,4,3,3,4,3,4,3,4,9,11.0
1555,dissatisfied,Male,disloyal Customer,29,Business travel,Business,2170,1,1,1,5,5,1,5,5,3,4,5,5,5,5,42,40.0
1556,satisfied,Male,Loyal Customer,60,Business travel,Business,1390,1,1,3,1,5,4,5,4,4,4,4,5,4,3,8,2.0
1557,dissatisfied,Male,Loyal Customer,45,Business travel,Eco,6117,3,1,1,1,3,3,3,1,2,1,2,3,1,3,4,19.0
1558,dissatisfied,Male,disloyal Customer,16,Business travel,Eco,2207,2,3,3,4,4,3,2,4,3,4,5,5,5,4,0,1.0
1559,dissatisfied,Female,disloyal Customer,21,Business travel,Eco,2503,4,4,4,2,4,4,3,4,5,2,4,2,2,4,6,4.0
1560,satisfied,Male,Loyal Customer,42,Business travel,Business,3515,1,1,1,1,5,4,5,5,5,5,5,4,5,3,0,0.0
1561,dissatisfied,Female,Loyal Customer,29,Personal Travel,Business,2934,4,5,4,1,2,4,4,2,5,2,4,4,5,2,0,0.0
1562,satisfied,Female,Loyal Customer,47,Business travel,Eco Plus,226,5,2,2,2,1,4,3,5,5,5,5,4,5,5,0,0.0
1563,dissatisfied,Male,disloyal Customer,43,Business travel,Business,3447,1,1,1,1,2,1,2,2,4,5,3,4,4,2,8,0.0
1564,dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1786,4,5,0,1,4,0,4,4,5,5,4,5,5,4,6,0.0
1565,dissatisfied,Male,Loyal Customer,25,Business travel,Business,3730,3,1,1,1,3,3,3,3,4,5,4,2,4,3,0,15.0
1566,dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,2340,3,3,1,1,1,1,5,5,5,1,3,5,1,5,170,155.0
1567,dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2469,3,5,3,2,2,3,2,2,3,5,4,3,5,2,4,7.0
1568,dissatisfied,Female,disloyal Customer,25,Business travel,Business,3466,4,4,4,5,5,4,3,5,5,2,3,3,4,5,12,0.0
1569,satisfied,Male,Loyal Customer,31,Business travel,Eco,2266,5,5,1,5,5,5,5,5,2,4,2,3,5,5,81,87.0
1570,satisfied,Female,Loyal Customer,44,Business travel,Business,2216,5,5,5,5,2,5,4,5,5,5,5,4,5,3,47,35.0
1571,dissatisfied,Male,Loyal Customer,19,Business travel,Business,3878,3,1,1,1,3,3,3,2,2,4,4,3,2,3,4,0.0
1572,dissatisfied,Female,disloyal Customer,35,Business travel,Business,3261,2,2,2,3,3,2,3,3,4,4,3,3,5,3,0,0.0
1573,satisfied,Male,Loyal Customer,51,Business travel,Business,3008,5,5,4,5,4,4,4,5,5,5,5,5,5,5,3,0.0
1574,dissatisfied,Female,disloyal Customer,21,Business travel,Eco,2314,2,2,2,4,5,2,4,5,2,5,4,4,3,5,7,36.0
1575,dissatisfied,Male,Loyal Customer,51,Business travel,Business,3453,3,1,1,1,4,2,2,3,3,3,3,3,3,1,28,26.0
1576,satisfied,Female,Loyal Customer,28,Business travel,Business,2512,2,2,2,2,4,4,4,4,4,2,5,3,4,4,0,0.0
1577,satisfied,Female,Loyal Customer,51,Personal Travel,Eco Plus,205,5,3,5,4,4,2,4,1,1,5,1,1,1,3,0,0.0
1578,dissatisfied,Male,Loyal Customer,29,Business travel,Eco Plus,2160,3,4,5,4,3,3,3,3,1,4,4,3,3,3,0,0.0
1579,dissatisfied,Female,Loyal Customer,37,Business travel,Business,520,2,3,3,3,5,4,4,2,2,2,2,1,2,3,0,0.0
1580,dissatisfied,Male,Loyal Customer,38,Business travel,Eco Plus,2854,3,4,4,4,3,3,3,3,1,2,3,2,4,3,85,75.0
1581,dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2223,3,4,3,3,3,3,3,3,1,5,3,1,3,3,17,0.0
1582,dissatisfied,Female,disloyal Customer,44,Business travel,Business,3626,2,2,2,1,5,2,5,5,3,5,5,3,4,5,1,0.0
1583,satisfied,Female,Loyal Customer,42,Business travel,Business,2488,1,1,1,1,3,4,4,5,5,5,5,3,5,5,0,0.0
1584,dissatisfied,Male,Loyal Customer,60,Business travel,Eco,1480,3,5,5,5,3,3,3,3,4,5,3,4,3,3,2,8.0
1585,dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1847,2,0,2,3,4,2,5,4,4,3,5,4,5,4,55,43.0
1586,satisfied,Female,Loyal Customer,57,Personal Travel,Eco,75,3,3,3,3,4,5,5,4,4,4,4,4,4,5,0,0.0
1587,dissatisfied,Male,Loyal Customer,29,Business travel,Business,1527,4,2,2,2,4,4,4,4,4,4,1,2,1,4,118,94.0
1588,satisfied,Male,Loyal Customer,60,Business travel,Business,1017,2,2,2,2,5,4,5,4,4,4,4,4,4,4,32,17.0
1589,satisfied,Male,Loyal Customer,45,Business travel,Business,65,4,3,4,4,2,5,4,4,4,4,4,2,4,5,7,5.0
1590,satisfied,Male,Loyal Customer,46,Business travel,Business,3035,3,3,3,3,4,4,4,5,2,4,5,4,5,4,315,299.0
1591,satisfied,Female,Loyal Customer,33,Business travel,Business,2728,4,4,4,4,3,2,2,3,4,4,5,2,5,2,0,0.0
1592,dissatisfied,Male,Loyal Customer,49,Business travel,Eco,1564,2,2,2,2,2,2,2,2,4,4,3,1,2,2,0,7.0
1593,satisfied,Female,Loyal Customer,43,Business travel,Business,334,1,1,1,1,2,4,5,4,4,4,4,5,4,4,0,0.0
1594,satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2253,4,4,4,4,3,5,5,5,5,5,5,3,5,4,23,28.0
1595,dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,2789,3,5,3,1,3,3,3,3,4,4,4,4,4,3,17,11.0
1596,dissatisfied,Male,disloyal Customer,25,Business travel,Business,1647,4,1,4,3,4,4,4,4,2,1,4,3,3,4,0,0.0
1597,satisfied,Male,Loyal Customer,63,Business travel,Business,391,4,4,4,4,1,3,2,5,5,5,5,4,5,1,0,0.0
1598,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2480,5,1,1,1,5,5,4,5,3,2,1,2,4,5,4,0.0
1599,dissatisfied,Male,disloyal Customer,38,Business travel,Business,3097,3,3,3,5,2,3,2,2,5,2,5,3,4,2,2,25.0
1600,dissatisfied,Female,Loyal Customer,48,Business travel,Eco,308,3,3,3,3,4,3,4,2,2,3,2,2,2,1,0,9.0
1601,dissatisfied,Female,Loyal Customer,41,Business travel,Business,2469,2,1,1,1,3,3,4,2,2,2,2,3,2,2,0,25.0
1602,dissatisfied,Male,Loyal Customer,38,Business travel,Business,2396,1,1,2,2,5,4,4,1,1,1,1,4,1,3,0,17.0
1603,dissatisfied,Female,Loyal Customer,49,Business travel,Business,2563,3,4,4,4,2,3,4,3,3,3,3,1,3,4,0,0.0
1604,satisfied,Female,Loyal Customer,59,Business travel,Eco,427,5,4,5,4,1,5,4,5,5,5,5,2,5,2,0,0.0
1605,dissatisfied,Female,Loyal Customer,31,Business travel,Business,4088,3,3,3,3,3,3,3,3,2,3,2,3,1,3,0,0.0
1606,satisfied,Female,Loyal Customer,47,Business travel,Business,2086,5,5,5,5,5,4,4,4,4,4,4,5,4,3,0,0.0
1607,dissatisfied,Female,Loyal Customer,48,Personal Travel,Eco,2467,4,4,4,3,5,3,4,2,2,4,2,1,2,4,11,7.0
1608,dissatisfied,Female,Loyal Customer,35,Business travel,Business,3175,1,2,2,2,1,3,4,1,1,2,1,4,1,4,27,20.0
1609,dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1305,3,3,3,2,3,3,1,3,2,4,2,4,3,3,0,0.0
1610,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1816,3,3,3,3,5,4,5,3,3,4,3,3,3,4,0,0.0
1611,satisfied,Female,Loyal Customer,14,Personal Travel,Eco,2422,3,3,3,3,5,5,5,3,5,3,4,5,4,5,0,0.0
1612,satisfied,Male,Loyal Customer,45,Business travel,Business,672,2,2,2,2,5,5,5,4,4,4,4,4,4,5,0,6.0
1613,dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,2375,1,4,1,1,5,1,5,5,3,5,4,4,4,5,0,0.0
1614,dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,2726,2,5,2,2,5,2,5,5,3,5,4,3,5,5,0,0.0
1615,dissatisfied,Male,Loyal Customer,21,Business travel,Business,3410,4,2,2,2,4,4,4,4,2,4,4,3,4,4,0,2.0
1616,satisfied,Female,Loyal Customer,37,Business travel,Eco,2004,4,2,2,2,4,4,4,4,4,2,2,4,5,4,0,0.0
1617,dissatisfied,Female,disloyal Customer,22,Business travel,Eco,2110,2,4,2,3,5,2,5,5,3,4,4,4,5,5,17,9.0
1618,satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1850,5,5,2,5,3,4,4,5,5,5,5,5,5,5,0,0.0
1619,satisfied,Female,Loyal Customer,15,Personal Travel,Eco Plus,1602,4,3,3,3,4,3,4,4,4,4,4,4,4,2,16,11.0
1620,dissatisfied,Female,Loyal Customer,45,Business travel,Eco,1248,4,5,3,5,3,2,3,4,4,4,4,1,4,3,31,29.0
1621,satisfied,Female,Loyal Customer,45,Business travel,Eco Plus,1862,5,5,5,5,5,5,5,5,1,1,5,5,4,5,105,171.0
1622,satisfied,Male,Loyal Customer,39,Business travel,Business,2048,1,1,1,1,2,5,5,5,5,5,5,5,5,3,0,0.0
1623,dissatisfied,Male,disloyal Customer,25,Business travel,Business,1986,2,5,2,5,4,2,4,4,3,2,4,5,5,4,20,1.0
1624,satisfied,Female,Loyal Customer,33,Business travel,Business,476,4,4,4,4,2,4,4,4,4,4,4,4,4,3,0,0.0
1625,dissatisfied,Male,Loyal Customer,23,Business travel,Business,2099,2,5,5,5,2,2,2,2,3,2,3,3,4,2,11,6.0
1626,satisfied,Female,Loyal Customer,22,Business travel,Eco Plus,2156,5,5,4,5,5,5,4,5,1,2,2,1,5,5,3,0.0
1627,dissatisfied,Female,disloyal Customer,24,Business travel,Eco,2637,1,1,1,1,5,1,1,5,5,4,4,3,4,5,0,0.0
1628,satisfied,Female,Loyal Customer,60,Business travel,Business,2062,3,3,3,3,5,4,4,5,5,5,5,3,5,3,0,0.0
1629,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,3963,5,2,5,3,2,5,2,2,5,4,4,4,5,2,0,0.0
1630,satisfied,Male,Loyal Customer,17,Personal Travel,Eco,2360,0,5,0,2,3,0,3,3,4,5,4,3,4,3,0,0.0
1631,dissatisfied,Male,disloyal Customer,35,Business travel,Business,1893,2,2,2,4,2,2,2,2,5,2,4,4,5,2,27,46.0
1632,dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,2190,3,4,3,3,5,3,4,5,3,2,4,5,5,5,11,12.0
1633,satisfied,Female,Loyal Customer,18,Personal Travel,Eco Plus,2407,5,4,4,4,5,5,5,4,4,1,5,5,5,5,21,12.0
1634,satisfied,Male,Loyal Customer,44,Business travel,Eco,1839,3,2,2,2,3,3,3,3,2,4,3,5,2,3,74,84.0
1635,satisfied,Female,Loyal Customer,58,Personal Travel,Eco,378,4,4,4,4,4,5,4,5,5,5,4,3,5,5,0,1.0
1636,dissatisfied,Female,disloyal Customer,43,Business travel,Eco,1700,3,3,3,5,5,3,1,5,4,1,5,2,4,5,0,3.0
1637,dissatisfied,Male,Loyal Customer,54,Business travel,Business,2650,3,2,2,2,1,4,3,3,3,4,3,1,3,1,0,0.0
1638,dissatisfied,Female,Loyal Customer,28,Business travel,Eco Plus,2019,2,5,5,5,2,2,2,2,4,4,3,2,4,2,46,65.0
1639,dissatisfied,Female,Loyal Customer,25,Business travel,Eco,1524,2,5,3,3,2,2,1,2,1,5,3,2,3,2,61,53.0
1640,satisfied,Male,Loyal Customer,30,Business travel,Business,2988,4,4,4,4,4,4,4,4,3,2,3,3,4,4,0,2.0
1641,dissatisfied,Male,Loyal Customer,63,Business travel,Eco,1996,1,1,1,1,1,1,1,1,4,2,2,2,3,1,66,76.0
1642,satisfied,Male,Loyal Customer,33,Business travel,Business,5030,4,4,4,4,5,5,5,5,5,2,5,5,5,5,23,13.0
1643,satisfied,Male,Loyal Customer,40,Business travel,Business,893,2,2,2,2,5,5,5,5,5,5,5,3,5,5,0,0.0
1644,satisfied,Male,Loyal Customer,41,Business travel,Business,3422,4,4,4,4,3,4,5,5,5,5,5,3,5,3,0,0.0
1645,dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1797,1,5,1,2,5,1,5,5,4,4,5,2,4,5,3,1.0
1646,dissatisfied,Female,Loyal Customer,37,Business travel,Business,3187,2,1,1,1,2,3,4,2,2,2,2,4,2,1,66,80.0
1647,dissatisfied,Female,disloyal Customer,27,Business travel,Eco,2501,2,5,2,1,1,2,1,1,4,2,4,3,4,1,0,0.0
1648,dissatisfied,Female,disloyal Customer,26,Business travel,Eco,1444,1,0,1,1,2,1,2,2,5,5,1,1,1,2,62,57.0
1649,dissatisfied,Female,Loyal Customer,12,Personal Travel,Eco,2218,4,2,4,2,2,4,2,2,1,3,2,2,2,2,0,0.0
1650,satisfied,Female,Loyal Customer,48,Business travel,Business,2932,4,4,4,4,4,4,3,4,4,4,4,1,4,3,0,0.0
1651,satisfied,Male,Loyal Customer,22,Personal Travel,Eco,2451,4,1,4,1,4,4,4,4,4,2,2,1,2,4,5,2.0
1652,dissatisfied,Female,Loyal Customer,22,Business travel,Eco,1311,3,2,3,2,3,3,1,3,3,2,1,3,1,3,0,0.0
1653,satisfied,Female,Loyal Customer,51,Personal Travel,Eco,444,4,4,4,4,2,5,4,4,4,4,4,3,4,4,0,0.0
1654,satisfied,Female,Loyal Customer,54,Business travel,Business,432,3,3,4,3,2,5,4,4,4,4,4,4,4,5,0,0.0
1655,satisfied,Female,Loyal Customer,49,Business travel,Business,342,1,1,1,1,5,5,4,4,4,4,4,3,4,4,0,0.0
1656,satisfied,Male,Loyal Customer,30,Business travel,Eco Plus,2643,0,0,0,4,5,0,5,5,1,4,4,4,1,5,2,2.0
1657,dissatisfied,Female,Loyal Customer,69,Business travel,Business,2264,3,4,4,4,2,4,4,3,3,3,3,4,3,4,14,17.0
1658,satisfied,Female,Loyal Customer,32,Business travel,Business,2384,2,2,2,2,5,5,5,5,4,2,2,3,3,5,0,0.0
1659,satisfied,Female,Loyal Customer,41,Business travel,Business,2986,2,2,2,2,2,5,4,4,4,4,4,5,4,5,17,13.0
1660,satisfied,Female,Loyal Customer,45,Business travel,Business,2457,1,1,1,1,5,5,5,4,4,4,4,4,4,5,0,17.0
1661,dissatisfied,Male,disloyal Customer,37,Business travel,Eco,2412,2,2,2,3,5,2,5,5,3,1,3,2,4,5,19,14.0
1662,satisfied,Female,Loyal Customer,30,Business travel,Business,3596,1,1,1,1,5,5,5,5,5,3,5,5,5,5,0,0.0
1663,dissatisfied,Female,disloyal Customer,28,Business travel,Business,1868,3,3,3,2,5,3,5,5,3,5,5,3,5,5,0,0.0
1664,satisfied,Female,disloyal Customer,27,Business travel,Business,3486,0,1,1,3,3,1,3,3,3,4,4,4,4,3,0,0.0
1665,dissatisfied,Female,Loyal Customer,44,Personal Travel,Eco,2464,4,5,4,4,5,3,4,2,2,4,2,3,2,4,0,0.0
1666,satisfied,Male,disloyal Customer,42,Business travel,Business,1479,4,4,4,2,2,4,2,2,5,4,5,5,4,2,0,0.0
1667,satisfied,Male,Loyal Customer,31,Business travel,Business,1895,5,5,5,5,4,4,4,4,2,2,5,5,4,4,13,44.0
1668,satisfied,Male,Loyal Customer,43,Business travel,Business,3080,4,4,4,4,3,4,5,4,4,4,4,5,4,4,56,65.0
1669,satisfied,Female,Loyal Customer,58,Business travel,Business,3170,4,4,5,4,3,4,5,5,5,5,5,4,5,3,85,76.0
1670,dissatisfied,Female,disloyal Customer,58,Business travel,Eco Plus,1396,2,3,3,3,3,2,3,3,4,5,2,4,3,3,0,3.0
1671,satisfied,Female,Loyal Customer,17,Personal Travel,Business,1847,5,4,5,4,4,5,4,4,3,5,3,2,3,4,0,0.0
1672,satisfied,Female,Loyal Customer,29,Personal Travel,Eco,1742,1,1,1,1,5,5,5,3,3,4,3,4,3,5,0,0.0
1673,satisfied,Male,Loyal Customer,60,Business travel,Business,755,4,4,4,4,3,3,5,4,4,4,4,2,4,3,0,0.0
1674,dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco Plus,1217,1,1,4,4,2,4,2,2,3,2,3,4,4,2,0,0.0
1675,dissatisfied,Male,Loyal Customer,18,Business travel,Business,4422,2,3,3,3,2,2,2,2,3,5,4,2,4,2,0,0.0
1676,dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1464,2,5,2,1,5,2,4,5,3,5,4,5,4,5,74,66.0
1677,satisfied,Male,Loyal Customer,53,Business travel,Business,2099,1,1,5,1,3,3,5,4,4,4,4,4,4,3,66,53.0
1678,dissatisfied,Female,Loyal Customer,38,Business travel,Eco Plus,2768,3,1,1,1,3,3,3,3,2,4,4,4,3,3,17,9.0
1679,satisfied,Male,Loyal Customer,47,Business travel,Business,485,4,4,5,4,5,5,5,4,4,4,4,4,4,4,10,6.0
1680,satisfied,Female,Loyal Customer,39,Business travel,Business,1633,5,5,5,5,5,3,5,5,5,5,5,4,5,4,0,0.0
1681,dissatisfied,Male,disloyal Customer,23,Business travel,Eco,2083,3,0,3,5,3,3,3,3,4,4,5,3,5,3,10,0.0
1682,dissatisfied,Female,Loyal Customer,34,Business travel,Business,1628,3,4,4,4,5,4,4,3,3,3,3,4,3,2,0,0.0
1683,dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1462,4,4,3,4,1,3,1,1,3,3,4,4,5,1,45,30.0
