satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
1447,satisfied,Male,Loyal Customer,16,Business travel,Business,2818,3,3,3,3,5,4,5,5,5,4,5,5,5,5,0,0.0
1448,satisfied,Male,Loyal Customer,53,Business travel,Business,1124,3,3,2,3,4,5,4,4,4,4,4,3,4,4,4,8.0
1449,satisfied,Female,Loyal Customer,43,Personal Travel,Eco,814,4,4,4,4,4,5,4,3,3,4,3,3,3,5,15,5.0
1450,dissatisfied,Male,disloyal Customer,40,Business travel,Business,1489,1,1,1,4,2,1,2,2,1,1,3,4,4,2,0,0.0
1451,dissatisfied,Female,Loyal Customer,24,Business travel,Business,2905,3,2,2,2,3,3,3,3,2,2,4,4,3,3,23,4.0
1452,satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1601,3,3,3,3,2,4,5,5,5,4,5,3,5,3,0,0.0
1453,satisfied,Female,disloyal Customer,22,Business travel,Business,1061,5,3,5,3,4,5,4,4,2,1,5,1,5,4,0,0.0
1454,satisfied,Male,disloyal Customer,23,Business travel,Business,1391,4,4,4,2,2,4,2,2,3,2,5,3,4,2,0,0.0
1455,satisfied,Male,Loyal Customer,27,Business travel,Business,3807,3,3,3,3,5,5,5,5,4,4,4,5,2,5,44,52.0
1456,satisfied,Female,Loyal Customer,29,Personal Travel,Eco,2225,5,4,5,5,2,5,4,2,2,5,2,3,2,5,32,57.0
1457,dissatisfied,Male,disloyal Customer,37,Business travel,Eco,1632,3,2,4,4,1,4,1,1,3,5,3,2,4,1,0,0.0
1458,satisfied,Female,disloyal Customer,22,Business travel,Eco,1739,0,0,0,3,4,0,4,4,2,5,1,5,4,4,102,82.0
1459,satisfied,Male,Loyal Customer,44,Business travel,Business,1558,2,2,2,2,3,5,4,4,4,4,4,5,4,4,84,83.0
1460,satisfied,Female,Loyal Customer,58,Business travel,Business,2070,3,3,2,3,4,5,5,5,5,5,5,5,5,4,5,0.0
1461,satisfied,Male,Loyal Customer,26,Business travel,Business,3756,2,2,2,2,4,4,4,4,5,3,4,3,4,4,0,0.0
1462,dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2430,2,3,3,3,2,3,1,2,3,2,4,3,4,2,0,0.0
1463,dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,2467,1,1,1,3,5,1,5,5,4,2,2,4,3,5,0,0.0
1464,dissatisfied,Female,Loyal Customer,42,Business travel,Business,2458,3,5,5,5,3,4,4,3,3,3,3,4,3,1,18,16.0
1465,dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco,1195,1,2,4,3,4,4,4,4,1,3,2,4,3,4,0,0.0
1466,dissatisfied,Female,Loyal Customer,59,Business travel,Business,1679,2,2,4,4,3,4,4,2,2,2,2,2,2,3,93,84.0
1467,satisfied,Male,Loyal Customer,28,Business travel,Business,4463,2,2,2,2,5,4,5,5,2,1,5,3,5,5,45,51.0
1468,satisfied,Female,Loyal Customer,38,Business travel,Business,606,2,2,2,2,4,4,4,2,2,2,2,5,2,4,0,5.0
1469,satisfied,Male,Loyal Customer,42,Business travel,Business,3481,3,4,3,3,4,4,5,5,5,5,5,3,5,3,0,0.0
1470,dissatisfied,Female,Loyal Customer,53,Business travel,Eco Plus,771,4,5,4,5,2,3,2,5,5,4,5,3,5,4,0,0.0
1471,dissatisfied,Female,disloyal Customer,22,Business travel,Eco,2550,3,3,3,4,3,3,3,3,1,2,4,2,4,3,0,0.0
1472,dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,2877,3,5,2,4,2,2,3,2,3,2,4,4,4,2,0,0.0
1473,satisfied,Male,Loyal Customer,58,Business travel,Business,3505,1,1,1,1,2,4,4,5,5,5,5,4,5,5,118,109.0
1474,satisfied,Male,Loyal Customer,41,Business travel,Business,2467,4,4,4,4,4,4,4,4,4,4,4,4,4,5,71,59.0
1475,satisfied,Female,Loyal Customer,65,Personal Travel,Eco,2093,5,5,5,5,4,2,1,4,4,4,3,1,4,2,1,0.0
1476,dissatisfied,Male,Loyal Customer,33,Business travel,Business,2411,3,5,5,5,3,3,3,3,4,4,3,4,3,3,0,0.0
1477,satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1021,4,4,4,4,4,4,4,5,5,5,5,5,5,3,0,0.0
1478,satisfied,Female,Loyal Customer,27,Business travel,Business,2037,2,2,2,2,5,5,5,5,3,1,2,4,1,5,0,0.0
1479,satisfied,Male,Loyal Customer,35,Business travel,Eco,1833,1,3,3,3,1,2,1,1,4,1,2,4,5,1,0,0.0
1480,satisfied,Male,Loyal Customer,21,Business travel,Eco,2097,5,2,2,2,5,5,3,5,4,5,4,4,2,5,0,0.0
1481,dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,2123,3,1,4,4,3,4,3,3,1,2,4,1,3,3,6,0.0
1482,dissatisfied,Female,disloyal Customer,34,Business travel,Business,1308,3,3,3,1,3,3,3,3,4,3,4,4,5,3,0,4.0
1483,dissatisfied,Male,disloyal Customer,77,Business travel,Business,251,4,4,4,2,1,3,3,5,5,4,5,1,5,2,36,21.0
1484,satisfied,Male,Loyal Customer,40,Business travel,Business,4018,3,3,3,3,2,4,4,3,3,3,3,5,3,3,10,2.0
1485,satisfied,Female,Loyal Customer,52,Business travel,Business,2056,3,3,3,3,1,4,5,5,5,5,5,3,5,5,0,0.0
1486,dissatisfied,Male,disloyal Customer,25,Business travel,Eco,1790,3,1,3,2,3,3,3,3,3,2,1,3,1,3,14,3.0
1487,satisfied,Male,Loyal Customer,45,Personal Travel,Eco,1554,4,1,4,4,2,4,2,2,3,3,4,3,4,2,0,0.0
1488,satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1758,2,1,1,1,5,2,5,2,2,2,2,4,2,3,0,0.0
1489,satisfied,Male,Loyal Customer,30,Business travel,Business,4717,0,5,0,1,4,4,2,4,5,3,5,1,3,4,0,0.0
1490,satisfied,Male,Loyal Customer,30,Business travel,Business,4691,5,5,5,5,5,5,5,5,4,2,5,4,4,5,0,0.0
1491,dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2075,3,4,3,3,1,3,1,1,5,4,5,4,4,1,87,70.0
1492,satisfied,Male,Loyal Customer,25,Personal Travel,Eco,2393,4,5,4,4,4,4,4,4,3,3,5,5,5,4,0,0.0
1493,satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1440,4,1,4,3,1,4,1,1,4,1,3,1,4,1,64,73.0
1494,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,3352,1,1,1,1,5,5,5,4,4,4,4,5,4,5,0,3.0
1495,dissatisfied,Male,Loyal Customer,43,Business travel,Eco,2762,2,4,3,3,2,2,2,2,4,2,3,1,4,2,0,0.0
1496,dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,3119,2,3,2,4,5,2,5,5,4,1,3,2,3,5,0,0.0
1497,satisfied,Male,Loyal Customer,48,Business travel,Business,1682,2,2,2,2,4,5,5,5,5,5,5,3,5,3,0,0.0
1498,dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,2885,2,5,2,4,1,2,1,1,3,5,4,5,5,1,37,23.0
1499,dissatisfied,Female,Loyal Customer,38,Business travel,Business,1613,3,3,3,3,5,2,3,3,3,4,3,1,3,2,0,0.0
1500,satisfied,Female,Loyal Customer,32,Business travel,Business,3262,4,4,4,4,4,4,4,4,5,2,5,3,4,4,0,0.0
1501,satisfied,Female,Loyal Customer,56,Business travel,Business,917,2,2,2,2,3,5,4,4,4,4,4,4,4,5,0,1.0
1502,dissatisfied,Female,disloyal Customer,25,Business travel,Eco,1989,2,2,2,4,1,2,1,1,3,4,4,4,3,1,9,19.0
1503,satisfied,Male,Loyal Customer,54,Business travel,Business,2643,0,0,0,3,4,5,5,4,4,4,4,4,4,5,57,52.0
1504,satisfied,Male,Loyal Customer,46,Business travel,Business,482,1,1,1,1,5,4,4,5,5,5,5,5,5,3,0,0.0
1505,satisfied,Female,Loyal Customer,9,Personal Travel,Eco Plus,1680,3,3,3,3,4,4,4,5,5,5,5,4,5,4,0,0.0
1506,satisfied,Male,Loyal Customer,50,Business travel,Business,1598,3,3,3,3,2,4,5,3,3,4,3,3,3,4,0,0.0
1507,satisfied,Female,Loyal Customer,70,Personal Travel,Eco,428,5,5,5,3,5,4,2,5,5,5,5,5,5,4,14,11.0
1508,dissatisfied,Female,disloyal Customer,31,Business travel,Business,3679,3,3,3,3,5,3,5,5,5,4,3,4,4,5,58,35.0
1509,dissatisfied,Female,disloyal Customer,25,Business travel,Eco,1997,2,4,1,2,2,1,2,2,4,5,4,1,3,2,0,0.0
1510,dissatisfied,Male,disloyal Customer,9,Business travel,Eco,1781,2,1,1,1,3,1,3,3,5,4,4,4,4,3,0,0.0
1511,satisfied,Female,Loyal Customer,43,Personal Travel,Eco,270,0,5,0,4,5,4,4,1,1,0,5,3,1,3,0,12.0
1512,satisfied,Female,Loyal Customer,55,Business travel,Business,1460,3,3,3,3,2,5,4,4,4,4,4,4,4,3,0,0.0
1513,dissatisfied,Male,Loyal Customer,42,Business travel,Business,3474,3,3,3,3,3,2,2,3,3,3,3,3,3,2,3,8.0
1514,satisfied,Female,Loyal Customer,54,Business travel,Business,2489,1,1,1,1,4,5,4,5,5,5,4,3,5,5,5,0.0
1515,dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,2182,2,5,2,5,4,2,4,4,2,2,1,1,5,4,37,25.0
1516,satisfied,Female,Loyal Customer,55,Business travel,Business,2339,4,4,4,4,4,4,4,4,4,5,5,4,4,3,0,0.0
1517,dissatisfied,Male,Loyal Customer,37,Business travel,Business,411,3,3,3,3,3,3,3,3,3,3,3,3,3,3,34,32.0
1518,satisfied,Female,Loyal Customer,42,Business travel,Business,818,1,1,5,1,3,4,4,5,5,5,5,4,5,4,0,0.0
1519,dissatisfied,Male,disloyal Customer,22,Business travel,Eco,1198,3,2,3,4,3,3,3,3,1,3,3,2,4,3,0,0.0
1520,satisfied,Female,Loyal Customer,58,Business travel,Business,1467,1,1,1,1,3,4,5,5,5,5,5,4,5,3,6,2.0
1521,satisfied,Female,Loyal Customer,61,Business travel,Business,2102,3,3,3,3,4,5,4,4,4,4,4,4,4,5,6,0.0
1522,dissatisfied,Female,Loyal Customer,49,Business travel,Business,3344,1,5,5,5,1,4,4,1,1,1,1,3,1,2,21,18.0
1523,satisfied,Female,Loyal Customer,12,Business travel,Business,4926,4,4,2,4,4,4,4,4,5,3,4,5,5,4,0,0.0
1524,dissatisfied,Male,disloyal Customer,34,Business travel,Eco,1416,1,1,1,3,5,1,5,5,1,5,3,3,3,5,0,0.0
1525,dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,2274,3,1,3,3,4,3,4,4,1,2,4,1,4,4,1,5.0
1526,dissatisfied,Male,Loyal Customer,53,Business travel,Business,2806,2,2,3,2,3,4,4,2,2,2,2,1,2,3,34,40.0
1527,satisfied,Female,Loyal Customer,60,Personal Travel,Eco Plus,801,5,2,5,4,5,4,4,1,1,5,1,2,1,3,0,0.0
1528,dissatisfied,Male,Loyal Customer,29,Business travel,Eco,2076,3,1,5,5,3,3,3,3,3,4,4,3,3,3,41,57.0
1529,dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco Plus,2733,3,5,3,2,5,3,1,5,3,2,5,4,4,5,9,0.0
1530,dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1571,4,4,3,2,2,3,2,2,5,5,4,3,4,2,1,0.0
1531,satisfied,Female,Loyal Customer,40,Business travel,Business,2769,3,3,3,3,3,4,4,4,4,4,4,3,4,3,26,8.0
1532,dissatisfied,Male,disloyal Customer,38,Business travel,Eco,2482,1,1,1,2,4,1,4,4,3,2,2,1,3,4,7,0.0
1533,satisfied,Female,Loyal Customer,56,Business travel,Business,3870,3,4,3,3,3,4,5,4,4,4,5,4,4,3,0,0.0
1534,satisfied,Female,Loyal Customer,43,Personal Travel,Eco,400,4,4,4,4,3,5,4,4,4,4,4,4,4,3,0,0.0
1535,dissatisfied,Female,disloyal Customer,22,Business travel,Eco,1736,3,0,3,1,1,3,1,1,5,3,5,5,4,1,0,0.0
1536,satisfied,Female,Loyal Customer,31,Business travel,Business,2402,5,5,5,5,4,4,4,4,4,5,4,3,4,4,4,12.0
1537,satisfied,Male,Loyal Customer,28,Business travel,Business,2415,4,4,3,4,4,4,4,4,3,5,4,4,1,4,20,40.0
1538,satisfied,Male,Loyal Customer,57,Business travel,Business,3194,5,5,5,5,2,4,4,4,4,4,4,3,4,4,0,0.0
1539,dissatisfied,Male,Loyal Customer,52,Business travel,Business,2315,4,2,2,2,1,4,3,3,3,3,4,3,3,2,0,0.0
1540,satisfied,Male,Loyal Customer,32,Business travel,Business,5154,4,4,4,4,4,4,4,4,3,2,4,3,5,4,65,62.0
1541,satisfied,Female,Loyal Customer,46,Business travel,Business,407,3,3,4,3,3,4,3,4,4,4,4,5,4,1,0,0.0
1542,dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco Plus,2309,2,5,2,3,2,4,4,5,3,5,4,4,5,4,168,163.0
1543,dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,2051,1,5,1,3,4,1,4,4,3,1,4,2,5,4,27,23.0
1544,satisfied,Female,Loyal Customer,51,Business travel,Eco Plus,740,5,1,1,1,2,4,1,5,5,5,5,4,5,2,0,57.0
1545,dissatisfied,Female,Loyal Customer,74,Business travel,Eco,394,2,2,2,2,5,3,4,2,2,2,2,3,2,1,24,17.0
1546,satisfied,Male,disloyal Customer,30,Business travel,Business,1877,4,4,4,3,4,4,4,4,5,4,5,5,5,4,0,0.0
1547,dissatisfied,Female,Loyal Customer,41,Personal Travel,Eco,2303,3,5,3,5,4,3,4,4,3,2,4,5,2,4,0,6.0
1548,satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1815,5,5,5,5,5,4,5,4,4,4,4,5,4,5,0,0.0
1549,satisfied,Male,Loyal Customer,51,Business travel,Eco Plus,1955,5,5,5,5,5,5,5,5,2,1,2,5,1,5,0,0.0
1550,satisfied,Male,Loyal Customer,56,Business travel,Business,1960,3,3,3,3,5,4,4,5,5,5,5,5,5,5,12,16.0
1551,dissatisfied,Female,disloyal Customer,28,Business travel,Eco,2465,2,1,1,4,1,1,1,1,4,4,4,2,4,1,30,22.0
1552,dissatisfied,Female,disloyal Customer,30,Business travel,Eco,2275,2,3,2,4,3,2,1,3,1,3,1,5,3,3,8,13.0
1553,dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco Plus,1956,1,5,1,1,5,1,5,5,4,4,4,4,5,5,4,12.0
1554,satisfied,Male,Loyal Customer,50,Business travel,Eco,1141,5,1,1,1,5,5,5,5,4,5,3,2,1,5,15,16.0
1555,satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1057,2,2,2,2,4,4,4,4,4,4,2,4,2,4,44,33.0
1556,satisfied,Female,Loyal Customer,34,Business travel,Business,89,3,3,3,3,1,3,4,4,4,4,5,2,4,2,0,0.0
1557,satisfied,Female,Loyal Customer,38,Business travel,Business,1562,1,1,1,1,5,4,5,4,4,4,4,4,4,3,7,16.0
1558,dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,2001,4,3,4,3,5,4,5,5,2,3,3,3,1,5,0,0.0
1559,satisfied,Male,Loyal Customer,29,Business travel,Business,2269,1,1,1,1,4,4,4,4,4,3,4,3,5,4,0,0.0
1560,dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1839,3,1,3,1,3,3,3,3,3,5,1,3,2,3,0,0.0
1561,satisfied,Male,Loyal Customer,51,Business travel,Business,2823,3,3,3,3,5,4,4,5,5,5,5,4,5,4,50,43.0
1562,dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,3034,4,4,3,1,5,3,5,5,3,5,4,4,5,5,0,0.0
1563,satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1645,4,0,4,3,1,4,1,1,5,3,5,5,5,1,0,0.0
1564,dissatisfied,Male,Loyal Customer,37,Business travel,Eco,1960,3,2,2,2,3,3,3,3,3,5,3,4,4,3,0,0.0
1565,dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,2092,3,2,4,4,5,4,5,5,1,2,4,4,4,5,0,0.0
1566,satisfied,Female,Loyal Customer,32,Business travel,Eco,2179,4,2,2,2,4,4,4,4,3,1,1,2,3,4,50,44.0
1567,dissatisfied,Male,Loyal Customer,30,Business travel,Eco Plus,2455,3,1,1,1,3,4,3,3,2,3,4,3,4,3,0,27.0
1568,dissatisfied,Male,disloyal Customer,29,Business travel,Business,2560,2,2,2,4,5,2,3,5,5,3,3,4,4,5,0,4.0
1569,satisfied,Female,Loyal Customer,70,Personal Travel,Eco,2431,3,3,3,3,4,4,4,4,3,3,5,5,4,4,92,81.0
1570,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2570,5,4,5,3,5,5,5,5,4,3,5,4,4,5,7,2.0
1571,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2028,3,3,3,3,2,5,5,5,5,5,5,4,5,4,20,15.0
1572,dissatisfied,Female,Loyal Customer,50,Business travel,Eco,389,1,3,3,3,1,3,4,1,1,1,1,1,1,4,0,0.0
1573,satisfied,Male,Loyal Customer,30,Business travel,Business,3808,5,5,5,5,5,5,5,5,3,2,5,4,5,5,0,0.0
1574,dissatisfied,Female,disloyal Customer,23,Business travel,Business,1660,3,1,2,4,4,2,4,4,3,3,3,3,3,4,0,0.0
1575,satisfied,Male,Loyal Customer,57,Business travel,Business,1987,2,2,2,2,4,5,4,4,4,4,4,5,4,5,0,0.0
1576,dissatisfied,Female,disloyal Customer,29,Business travel,Business,2886,1,1,1,4,5,1,5,5,5,2,4,5,5,5,0,1.0
1577,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2480,5,1,1,1,5,5,4,5,3,2,1,2,4,5,4,0.0
1578,dissatisfied,Female,Loyal Customer,46,Business travel,Eco,446,4,5,3,5,4,3,3,4,4,4,4,2,4,3,0,3.0
1579,dissatisfied,Male,Loyal Customer,36,Business travel,Eco Plus,1376,2,3,3,3,2,2,2,2,4,5,3,2,3,2,0,0.0
1580,satisfied,Female,Loyal Customer,59,Personal Travel,Eco,690,3,3,3,3,5,5,4,2,2,2,2,4,2,4,10,8.0
1581,dissatisfied,Male,Loyal Customer,33,Business travel,Business,4170,4,5,5,5,4,4,4,4,1,4,3,3,4,4,0,19.0
1582,dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,1403,2,4,2,3,5,2,5,5,3,3,5,5,4,5,6,11.0
1583,satisfied,Male,Loyal Customer,50,Business travel,Business,2118,5,5,3,5,4,4,4,4,4,4,4,5,4,5,53,46.0
1584,dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1630,3,2,3,3,3,3,3,3,2,1,4,4,4,3,23,22.0
1585,dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1953,1,2,1,3,5,1,5,5,2,2,3,2,4,5,0,0.0
1586,satisfied,Female,Loyal Customer,37,Business travel,Eco,1361,4,4,4,4,4,4,4,4,4,3,3,5,1,4,0,0.0
1587,dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1472,3,4,3,4,4,3,4,4,4,4,3,4,3,4,0,0.0
1588,satisfied,Male,Loyal Customer,41,Business travel,Eco,1314,5,2,2,2,5,5,5,5,1,3,3,2,4,5,0,0.0
1589,satisfied,Female,Loyal Customer,29,Personal Travel,Eco,2975,1,1,5,1,5,1,4,5,5,5,5,1,5,5,0,7.0
1590,satisfied,Female,Loyal Customer,57,Business travel,Eco,554,5,5,5,5,2,5,5,5,5,5,5,1,5,4,24,27.0
1591,satisfied,Female,Loyal Customer,21,Business travel,Business,2246,3,3,3,3,4,5,4,4,4,5,5,4,4,4,19,0.0
1592,satisfied,Female,Loyal Customer,40,Personal Travel,Eco Plus,1613,1,1,1,1,3,4,4,5,5,5,5,4,5,4,2,0.0
1593,satisfied,Male,Loyal Customer,41,Business travel,Business,623,3,3,3,3,2,5,5,4,4,4,4,3,4,5,0,0.0
1594,dissatisfied,Male,Loyal Customer,52,Business travel,Business,3637,1,1,1,1,2,3,3,1,1,1,1,1,1,3,82,100.0
1595,dissatisfied,Male,disloyal Customer,29,Business travel,Eco,2473,2,3,2,4,2,3,3,2,4,4,4,3,3,3,213,197.0
1596,dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,1685,3,4,3,3,5,3,5,5,3,5,4,4,5,5,1,0.0
1597,dissatisfied,Female,Loyal Customer,47,Business travel,Business,2918,1,5,5,5,2,3,3,1,1,1,1,4,1,1,0,0.0
1598,satisfied,Male,Loyal Customer,23,Business travel,Eco Plus,2706,5,1,1,1,5,4,4,5,3,2,2,1,1,5,0,0.0
1599,dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,2345,3,2,3,4,5,3,5,5,3,4,2,3,3,5,0,0.0
1600,satisfied,Male,disloyal Customer,42,Business travel,Business,2214,4,4,4,4,3,4,3,3,3,2,4,3,5,3,6,0.0
1601,satisfied,Male,Loyal Customer,56,Business travel,Business,3146,1,1,1,1,5,5,5,4,4,5,4,4,4,4,0,0.0
1602,dissatisfied,Male,Loyal Customer,22,Business travel,Eco,2334,0,5,5,5,0,1,4,0,4,5,3,3,3,0,0,0.0
1603,dissatisfied,Female,disloyal Customer,40,Business travel,Business,1833,3,3,3,4,2,3,2,2,4,4,5,4,5,2,1,0.0
1604,satisfied,Female,disloyal Customer,21,Business travel,Business,1732,5,0,4,2,4,4,4,4,4,3,5,4,5,4,37,32.0
1605,dissatisfied,Female,disloyal Customer,24,Business travel,Eco,2284,2,2,2,3,5,2,5,5,1,2,4,3,3,5,0,0.0
1606,satisfied,Male,disloyal Customer,57,Business travel,Business,1586,2,2,2,2,5,2,5,5,5,3,3,1,2,5,0,0.0
1607,dissatisfied,Female,disloyal Customer,37,Business travel,Business,1502,3,3,3,3,2,3,2,2,4,3,4,3,4,2,0,0.0
1608,satisfied,Female,Loyal Customer,31,Personal Travel,Eco,2494,5,1,5,5,2,5,4,4,4,4,4,4,4,5,0,2.0
1609,satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1416,3,3,3,3,2,4,5,4,4,4,4,4,4,5,0,0.0
1610,dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,2123,1,4,1,5,3,1,3,3,5,2,4,4,5,3,0,0.0
1611,dissatisfied,Female,Loyal Customer,34,Business travel,Business,2100,4,4,4,4,2,4,3,4,4,3,4,1,4,4,12,0.0
1612,dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,3117,2,4,2,1,2,2,2,2,5,4,3,4,5,2,0,0.0
1613,dissatisfied,Female,Loyal Customer,60,Business travel,Business,1666,3,2,2,2,1,4,3,3,3,3,3,2,3,3,0,0.0
1614,satisfied,Female,Loyal Customer,52,Business travel,Business,2185,3,3,3,3,5,4,4,4,4,4,4,4,4,4,0,2.0
1615,dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco Plus,3216,2,3,2,4,1,2,1,1,3,2,3,1,3,1,28,44.0
1616,satisfied,Male,Loyal Customer,22,Personal Travel,Eco,1987,5,5,5,5,1,5,1,1,3,5,5,5,5,1,0,0.0
1617,satisfied,Male,disloyal Customer,24,Business travel,Eco,1873,5,0,5,4,2,5,2,2,3,3,4,4,4,2,0,0.0
1618,dissatisfied,Female,disloyal Customer,25,Business travel,Eco,1802,1,2,2,4,2,2,5,2,4,2,4,3,3,2,0,13.0
1619,dissatisfied,Female,disloyal Customer,35,Business travel,Business,2047,2,2,2,5,5,2,3,5,5,5,5,3,5,5,0,0.0
1620,satisfied,Female,Loyal Customer,48,Business travel,Business,923,4,4,4,4,5,5,5,4,4,4,4,3,4,5,0,2.0
1621,dissatisfied,Female,disloyal Customer,29,Personal Travel,Eco,2370,4,5,4,3,4,4,4,4,5,3,4,3,4,4,2,0.0
1622,dissatisfied,Female,Loyal Customer,54,Business travel,Eco,535,3,5,5,5,5,4,4,2,2,3,2,1,2,4,0,0.0
1623,dissatisfied,Female,disloyal Customer,27,Business travel,Eco,1979,2,2,2,3,3,2,5,3,4,2,3,5,3,3,0,5.0
1624,dissatisfied,Male,disloyal Customer,36,Business travel,Business,1560,3,3,3,3,4,3,4,4,5,3,4,3,4,4,0,0.0
1625,dissatisfied,Male,Loyal Customer,42,Business travel,Eco,2073,2,4,4,4,2,2,2,2,2,3,2,3,1,2,0,0.0
1626,satisfied,Female,Loyal Customer,31,Personal Travel,Eco Plus,3487,4,4,5,4,5,5,5,4,4,4,4,3,4,5,9,7.0
1627,satisfied,Female,Loyal Customer,19,Personal Travel,Eco Plus,1622,4,1,4,2,1,4,1,1,1,4,2,2,3,1,70,60.0
1628,dissatisfied,Male,disloyal Customer,27,Business travel,Business,1626,1,2,2,2,3,2,3,3,5,5,5,3,5,3,0,0.0
1629,satisfied,Female,Loyal Customer,43,Business travel,Business,1461,2,2,2,2,4,5,4,5,5,5,5,5,5,4,0,0.0
1630,satisfied,Female,Loyal Customer,45,Business travel,Business,380,1,1,1,1,4,4,5,5,5,5,5,4,5,3,15,9.0
1631,satisfied,Male,disloyal Customer,25,Business travel,Business,2250,0,0,0,2,1,0,3,1,3,3,5,3,4,1,0,0.0
1632,satisfied,Female,Loyal Customer,37,Business travel,Eco,1027,4,1,5,5,4,4,4,4,4,3,2,1,3,4,0,0.0
1633,dissatisfied,Male,disloyal Customer,20,Business travel,Eco,1124,2,0,2,4,4,2,1,4,5,1,3,4,5,4,0,0.0
1634,dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1495,4,4,3,5,1,3,1,1,3,2,4,3,5,1,0,0.0
1635,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1635,4,3,4,1,5,4,5,5,2,1,4,4,2,5,0,0.0
1636,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1535,4,4,4,4,2,2,2,2,4,3,4,4,4,2,93,105.0
1637,dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,1617,2,4,2,4,4,2,4,4,1,1,4,2,4,4,0,4.0
1638,satisfied,Female,Loyal Customer,53,Business travel,Business,233,3,3,3,3,4,5,5,5,5,5,5,5,5,4,0,0.0
1639,satisfied,Male,disloyal Customer,25,Business travel,Business,2297,5,0,5,3,3,5,1,3,4,4,4,3,4,3,16,0.0
1640,satisfied,Male,Loyal Customer,44,Business travel,Eco,1320,4,2,2,2,4,4,4,4,3,3,2,5,3,4,0,9.0
1641,dissatisfied,Male,disloyal Customer,29,Business travel,Eco,3278,2,2,2,3,1,2,1,1,4,5,1,4,3,1,0,0.0
1642,satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2462,3,3,3,3,2,5,5,4,4,4,4,5,4,4,0,3.0
1643,satisfied,Female,Loyal Customer,48,Business travel,Business,682,2,2,2,2,3,5,2,5,5,5,5,4,5,5,38,37.0
1644,satisfied,Female,Loyal Customer,31,Business travel,Business,2589,3,3,3,3,5,5,5,5,3,2,4,5,4,5,19,16.0
1645,satisfied,Male,Loyal Customer,56,Business travel,Business,958,5,5,5,5,5,4,5,5,5,5,5,5,5,5,0,3.0
1646,satisfied,Female,Loyal Customer,60,Business travel,Business,968,4,4,4,4,3,5,5,5,5,5,5,4,5,3,0,0.0
1647,dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1646,1,1,1,4,1,1,1,1,2,5,4,1,4,1,22,43.0
1648,dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,1324,4,5,4,2,1,4,1,1,3,2,5,3,5,1,16,4.0
